"filename", "language", "Dart", "Markdown", "comment", "blank", "total"
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\activity\listen\variables.dart", "Dart", 4, 0, 0, 3, 7
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\activity\pending\pending_actions.dart", "Dart", 42, 0, 1, 6, 49
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\activity\pending\retry_pending_actions.dart", "Dart", 31, 0, 10, 4, 45
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\activity\save_activity.dart", "Dart", 9, 0, 30, 7, 46
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\firebase\_helpers\helpers.dart", "Dart", 42, 0, 0, 7, 49
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\firebase\_helpers\storage_errors.dart", "Dart", 21, 0, 4, 4, 29
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\firebase\database.dart", "Dart", 55, 0, 1, 18, 74
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\firebase\get_space_data.dart", "Dart", 86, 0, 0, 11, 97
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\firebase\get_user_data.dart", "Dart", 56, 0, 5, 5, 66
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\firebase\storage.dart", "Dart", 95, 0, 13, 16, 124
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\firebase\sync_from_cloud.dart", "Dart", 118, 0, 14, 15, 147
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\firebase\sync_to_cloud.dart", "Dart", 81, 0, 27, 10, 118
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\hive\get_data.dart", "Dart", 9, 0, 0, 3, 12
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\hive\load_boxes.dart", "Dart", 44, 0, 2, 7, 53
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\hive\local_storage_service.dart", "Dart", 14, 0, 1, 2, 17
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\hive\update.dart", "Dart", 44, 0, 15, 5, 64
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\notifications\act_on_notification.dart", "Dart", 4, 0, 0, 2, 6
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\notifications\create_notification.dart", "Dart", 69, 0, 0, 6, 75
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\notifications\init_notifications.dart", "Dart", 29, 0, 0, 4, 33
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\notifications\listen_for_notification.dart", "Dart", 7, 0, 0, 3, 10
"c:\Users\dunca\Documents\development\apps\sayari\lib\_services\notifications\notifications.dart", "Dart", 8, 0, 0, 2, 10
"c:\Users\dunca\Documents\development\apps\sayari\lib\_variables\colors.dart", "Dart", 27, 0, 0, 3, 30
"c:\Users\dunca\Documents\development\apps\sayari\lib\_variables\constants.dart", "Dart", 10, 0, 1, 4, 15
"c:\Users\dunca\Documents\development\apps\sayari\lib\_variables\emojis.dart", "Dart", 15, 0, 0, 1, 16
"c:\Users\dunca\Documents\development\apps\sayari\lib\_variables\features.dart", "Dart", 57, 0, 0, 7, 64
"c:\Users\dunca\Documents\development\apps\sayari\lib\_variables\global.dart", "Dart", 1, 0, 0, 1, 2
"c:\Users\dunca\Documents\development\apps\sayari\lib\_variables\intro_features.dart", "Dart", 13, 0, 0, 3, 16
"c:\Users\dunca\Documents\development\apps\sayari\lib\_variables\navigation.dart", "Dart", 7, 0, 0, 5, 12
"c:\Users\dunca\Documents\development\apps\sayari\lib\_variables\ui.dart", "Dart", 2, 0, 0, 2, 4
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\buttons\action.dart", "Dart", 24, 0, 0, 5, 29
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\buttons\button.dart", "Dart", 177, 0, 0, 7, 184
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\buttons\close.dart", "Dart", 25, 0, 0, 5, 30
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\dialogs\app_dialog.dart", "Dart", 98, 0, 7, 5, 110
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\dialogs\confirmation_dialog.dart", "Dart", 34, 0, 0, 4, 38
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\dialogs\dialog_select_date.dart", "Dart", 41, 0, 4, 4, 49
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\dialogs\dialog_select_groups.dart", "Dart", 82, 0, 0, 4, 86
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\forms\auth_input.dart", "Dart", 85, 0, 0, 8, 93
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\forms\input.dart", "Dart", 133, 0, 0, 7, 140
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\forms\numeric.dart", "Dart", 61, 0, 0, 5, 66
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\menu\confirmation.dart", "Dart", 49, 0, 3, 3, 55
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\menu\custom_menu.dart", "Dart", 432, 0, 44, 63, 539
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\menu\menu.dart", "Dart", 20, 0, 0, 6, 26
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\menu\menu_item.dart", "Dart", 119, 0, 0, 8, 127
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\checkbox.dart", "Dart", 59, 0, 0, 7, 66
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\color.dart", "Dart", 40, 0, 0, 6, 46
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\color_item.dart", "Dart", 38, 0, 0, 7, 45
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\color_menu.dart", "Dart", 35, 0, 5, 3, 43
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\empty_box.dart", "Dart", 38, 0, 3, 5, 46
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\icons.dart", "Dart", 35, 0, 0, 5, 40
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\images.dart", "Dart", 32, 0, 0, 4, 36
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\loader.dart", "Dart", 24, 0, 0, 5, 29
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\others\about_app.dart", "Dart", 36, 0, 6, 4, 46
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\others\confetti.dart", "Dart", 0, 0, 21, 7, 28
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\others\divider.dart", "Dart", 16, 0, 0, 5, 21
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\others\dry_intrinsic_size.dart", "Dart", 36, 0, 7, 7, 50
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\others\list_tile.dart", "Dart", 28, 0, 0, 5, 33
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\others\other.dart", "Dart", 6, 0, 0, 3, 9
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\others\scroll.dart", "Dart", 93, 0, 10, 23, 126
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\others\snap_scroll_physics.dart", "Dart", 75, 0, 8, 18, 101
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\others\swipe_detector.dart", "Dart", 72, 0, 1, 14, 87
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\others\sync_indicator.dart", "Dart", 49, 0, 0, 10, 59
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\sfcalendar.dart", "Dart", 141, 0, 12, 6, 159
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\snackbar.dart", "Dart", 42, 0, 5, 3, 50
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\svg.dart", "Dart", 32, 0, 0, 5, 37
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\text.dart", "Dart", 72, 0, 0, 8, 80
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\toast.dart", "Dart", 66, 0, 4, 5, 75
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\others\tooltip.dart", "Dart", 32, 0, 0, 5, 37
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\sheets\bottom_sheet.dart", "Dart", 121, 0, 11, 6, 138
"c:\Users\dunca\Documents\development\apps\sayari\lib\_widgets\sheets\floater.dart", "Dart", 122, 0, 17, 6, 145
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\_helpers\go_to_view.dart", "Dart", 8, 0, 0, 2, 10
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\_helpers\nav.dart", "Dart", 4, 0, 0, 2, 6
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\appbar.dart", "Dart", 77, 0, 9, 5, 91
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\drawer\drawer.dart", "Dart", 23, 0, 0, 4, 27
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\drawer\drawer_end.dart", "Dart", 23, 0, 0, 4, 27
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\home.dart", "Dart", 51, 0, 1, 9, 61
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\layout.dart", "Dart", 66, 0, 8, 5, 79
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\navbars\nav_item.dart", "Dart", 63, 0, 3, 4, 70
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\navbars\nav_menu.dart", "Dart", 38, 0, 5, 5, 48
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\navbars\navbar_horizontal.dart", "Dart", 45, 0, 3, 4, 52
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\navbars\navbar_vertical.dart", "Dart", 47, 0, 6, 5, 58
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\navbars\pinned_menu.dart", "Dart", 14, 0, 6, 3, 23
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\navbars\pinned_option.dart", "Dart", 35, 0, 0, 6, 41
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\panel\panel.dart", "Dart", 66, 0, 8, 5, 79
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\panel\toggle.dart", "Dart", 24, 0, 0, 4, 28
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\panel\user_options.dart", "Dart", 32, 0, 24, 4, 60
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\space.dart", "Dart", 86, 0, 10, 6, 102
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\view.dart", "Dart", 34, 0, 2, 5, 41
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_home\w\fab.dart", "Dart", 41, 0, 0, 5, 46
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\_helpers\chosen.dart", "Dart", 43, 0, 0, 9, 52
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\_helpers\compare_data.dart", "Dart", 28, 0, 8, 8, 44
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\_helpers\create_item.dart", "Dart", 55, 0, 5, 10, 70
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\_helpers\delete_item.dart", "Dart", 25, 0, 0, 4, 29
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\_helpers\edit_item.dart", "Dart", 68, 0, 8, 10, 86
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\_helpers\helpers.dart", "Dart", 15, 0, 0, 4, 19
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\_helpers\ontap.dart", "Dart", 33, 0, 1, 6, 40
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\_helpers\order_items.dart", "Dart", 47, 0, 2, 5, 54
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\_helpers\prepare.dart", "Dart", 20, 0, 0, 4, 24
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\_helpers\quick_edit.dart", "Dart", 43, 0, 1, 9, 53
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\_helpers\save_quicknote.dart", "Dart", 41, 0, 0, 3, 44
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\_helpers\validation.dart", "Dart", 44, 0, 1, 10, 55
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\blog\actions.dart", "Dart", 54, 0, 4, 6, 64
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\blog\blog_body.dart", "Dart", 59, 0, 8, 6, 73
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\blog\blog_info.dart", "Dart", 44, 0, 7, 6, 57
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\layout\column_layout.dart", "Dart", 52, 0, 0, 5, 57
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\layout\grid_layout.dart", "Dart", 51, 0, 0, 6, 57
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\layout\layout_button.dart", "Dart", 62, 0, 2, 4, 68
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\layout\list_layout.dart", "Dart", 45, 0, 0, 5, 50
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\note.dart", "Dart", 107, 0, 2, 6, 115
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\note_sheet.dart", "Dart", 100, 0, 11, 3, 114
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\notes_view.dart", "Dart", 38, 0, 0, 7, 45
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\quicknote\formatting_btn.dart", "Dart", 23, 0, 0, 5, 28
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\quicknote\quick_note.dart", "Dart", 80, 0, 6, 5, 91
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\quicknote\save_quicknote_btn.dart", "Dart", 24, 0, 0, 5, 29
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\quill\editor.dart", "Dart", 52, 0, 0, 6, 58
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\quill\editor_style.dart", "Dart", 177, 0, 0, 7, 184
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\quill\embed_divider.dart", "Dart", 43, 0, 1, 10, 54
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\quill\embed_image.dart", "Dart", 48, 0, 0, 9, 57
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\quill\overview_editor.dart", "Dart", 33, 0, 0, 6, 39
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\quill\toolbar.dart", "Dart", 120, 0, 21, 6, 147
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\state\quill.dart", "Dart", 35, 0, 0, 8, 43
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\state\selection.dart", "Dart", 24, 0, 1, 7, 32
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\date.dart", "Dart", 103, 0, 10, 6, 119
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\details.dart", "Dart", 33, 0, 6, 5, 44
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\emoji.dart", "Dart", 23, 0, 0, 5, 28
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\emoji_menu.dart", "Dart", 47, 0, 7, 3, 57
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\footer.dart", "Dart", 26, 0, 2, 5, 33
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\formatting_btn.dart", "Dart", 25, 0, 0, 5, 30
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\header.dart", "Dart", 63, 0, 9, 5, 77
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\last_edit.dart", "Dart", 23, 0, 0, 5, 28
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\list_item.dart", "Dart", 47, 0, 5, 5, 57
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\new.dart", "Dart", 52, 0, 3, 4, 59
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\note_options.dart", "Dart", 26, 0, 4, 5, 35
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\picker_type.dart", "Dart", 78, 0, 6, 7, 91
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\pinned.dart", "Dart", 33, 0, 0, 6, 39
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\selector.dart", "Dart", 74, 0, 0, 7, 81
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\shared_info.dart", "Dart", 56, 0, 3, 5, 64
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w\templates_menu.dart", "Dart", 13, 0, 2, 3, 18
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w_actions\actions.dart", "Dart", 153, 0, 15, 6, 174
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w_actions\input_actions.dart", "Dart", 96, 0, 10, 5, 111
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w_actions\input_actions_more.dart", "Dart", 69, 0, 6, 5, 80
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w_actions\item_selection.dart", "Dart", 207, 0, 36, 5, 248
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_notes\w_actions\item_selection_more.dart", "Dart", 51, 0, 3, 5, 59
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\_helpers\add_space.dart", "Dart", 40, 0, 0, 4, 44
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\_helpers\checks_space.dart", "Dart", 35, 0, 0, 7, 42
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\_helpers\common.dart", "Dart", 29, 0, 0, 5, 34
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\_helpers\create_space.dart", "Dart", 34, 0, 19, 3, 56
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\_helpers\delete_space.dart", "Dart", 74, 0, 27, 6, 107
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\_helpers\helpers.dart", "Dart", 20, 0, 0, 4, 24
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\_helpers\member_helpers.dart", "Dart", 87, 0, 0, 8, 95
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\_helpers\select_space.dart", "Dart", 27, 0, 6, 5, 38
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\_helpers\space_names.dart", "Dart", 38, 0, 0, 8, 46
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\manager\_w\creator_options.dart", "Dart", 51, 0, 7, 4, 62
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\manager\_w\dialog_add_space.dart", "Dart", 27, 0, 0, 4, 31
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\manager\_w\dialog_create_group.dart", "Dart", 27, 0, 0, 4, 31
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\manager\_w\group_list.dart", "Dart", 25, 0, 0, 4, 29
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\manager\_w\group_options.dart", "Dart", 26, 0, 2, 5, 33
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\manager\_w\group_tile.dart", "Dart", 27, 0, 0, 6, 33
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\manager\_w\space_list.dart", "Dart", 30, 0, 0, 4, 34
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\manager\_w\space_options.dart", "Dart", 78, 0, 6, 8, 92
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\manager\_w\space_tile.dart", "Dart", 81, 0, 10, 9, 100
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\manager\_w\tile.dart", "Dart", 60, 0, 0, 5, 65
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\manager\manager.dart", "Dart", 29, 0, 2, 4, 35
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\new_space\_w\description.dart", "Dart", 31, 0, 4, 4, 39
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\new_space\_w\group.dart", "Dart", 64, 0, 3, 5, 72
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\new_space\_w\header.dart", "Dart", 27, 0, 3, 5, 35
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\new_space\_w\title.dart", "Dart", 23, 0, 0, 5, 28
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\new_space\space_sheet.dart", "Dart", 34, 0, 5, 3, 42
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\_w\activity_sheet.dart", "Dart", 57, 0, 5, 4, 66
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\_w\add_member.dart", "Dart", 25, 0, 0, 4, 29
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\_w\delete_btn.dart", "Dart", 27, 0, 0, 4, 31
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\_w\dialog_space_activity.dart", "Dart", 12, 0, 0, 2, 14
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\_w\member_chip.dart", "Dart", 75, 0, 4, 6, 85
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\_w\members.dart", "Dart", 68, 0, 5, 7, 80
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\_w\notification_item.dart", "Dart", 25, 0, 0, 5, 30
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\_w\notifications.dart", "Dart", 39, 0, 9, 3, 51
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\_w\space_action_button.dart", "Dart", 30, 0, 0, 3, 33
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\_w\space_activity_tile.dart", "Dart", 27, 0, 0, 4, 31
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\_w\space_name.dart", "Dart", 21, 0, 0, 4, 25
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\_w\space_notfications_tile.dart", "Dart", 25, 0, 0, 5, 30
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\_w\space_owner_tile.dart", "Dart", 42, 0, 0, 5, 47
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\overview\overview_sheet.dart", "Dart", 116, 0, 5, 6, 127
"c:\Users\dunca\Documents\development\apps\sayari\lib\features\_spaces\published\button.dart", "Dart", 44, 0, 3, 5, 52
